platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type,start_date,end_date,year,week_number,rank_within_week
twitch,caedrel,Caedrel,92038375,3124104,133342,44525,4210,11978,7800933,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png,UK,en,partner,Male,2025-02-10,2025-02-16,2025,7,1
twitch,rainbow6,Rainbow6,65171890,2470182,134045,52096,2845,24567,3343408,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/36a216c9-8d23-4114-a39c-65b5925aa5a4-profile_image-300x300.png,,en,partner,Organization,2025-02-10,2025-02-16,2025,7,2
twitch,jynxzi,Jynxzi,411377640,2275109,73610,32234,4235,38995,7672418,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/645d98a0-a2eb-48a3-b687-cfbc55243e4a-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,3
twitch,zackrawrr,zackrawrr,552120296,2226713,79494,45444,2940,4284,3888711,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,4
twitch,kato_junichi0817,加藤純一うん〇ちゃん,545050196,1881862,101636,28514,3960,2868,6919906,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,5
twitch,papaplatte,Papaplatte,50985620,1777620,58401,33073,3225,12485,2730458,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/04abc1b4-7bad-4b55-8da8-c0f1cf031bda-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,6
twitch,hasanabi,HasanAbi,207813352,1329777,41174,27947,2855,900,3333044,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,7
twitch,plaqueboymax,plaqueboymax,672238954,1278551,89095,40270,1905,21850,6389411,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/111c56c3-ac28-423e-ac5b-9c93e10556a8-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,8
twitch,eliasn97,eliasn97,238813810,1250160,50875,26136,2870,1960,759148,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,9
twitch,summit1g,summit1g,26490481,1207349,22524,13391,5410,1446,2550326,DayZ,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,10
twitch,caseoh_,caseoh_,267160288,1125984,66555,52576,1285,26472,4103420,Carry The Glass,https://static-cdn.jtvnw.net/jtv_user_pictures/ef28ba12-c8ed-46d4-838b-a4c95ef5b469-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,11
twitch,elxokas,elxokas,31919607,1102013,27693,15271,4330,8244,3760926,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png,ES,es,partner,Male,2025-02-10,2025-02-16,2025,7,12
twitch,gotaga,Gotaga,24147592,1085774,86350,14559,4475,11680,3901242,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-300x300.png,FR,fr,partner,Male,2025-02-10,2025-02-16,2025,7,13
twitch,pgl,PGL,21681549,1078737,74714,30459,2125,11962,3711841,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/f8329283-ff74-4cb0-a5e9-78251bead980-profile_image-300x300.png,RO,en,partner,Organization,2025-02-10,2025-02-16,2025,7,14
twitch,pikabooirl,Pikabooirl,27992608,994545,26728,13609,4385,10445,2282870,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/pikabooirl-profile_image-05cde7918d476f0b-300x300.jpeg,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,15
twitch,lacy,Lacy,494543675,972080,38008,16809,3470,7086,6319725,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/701f5110-3812-42e0-8659-42dd8cf66e07-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,16
twitch,illojuan,IlloJuan,90075649,931450,51967,30210,1850,7195,2233463,Grand Theft Auto: Vice City,https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-300x300.png,ES,es,partner,Male,2025-02-10,2025-02-16,2025,7,17
twitch,knekro,knekro,152633332,869532,100341,12248,4260,3429,2357515,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-300x300.jpeg,ES,es,partner,Male,2025-02-10,2025-02-16,2025,7,18
twitch,evelone2004,evelone2004,738000896,859658,89743,55463,930,18919,4080721,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/4af340ba-8d13-44e8-9e72-14c4c86d1f20-profile_image-300x300.png,UA,ru,without status,Male,2025-02-10,2025-02-16,2025,7,19
twitch,loud_coringa,loud_coringa,569325723,834839,203308,119263,420,22773,5372323,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/c07acddc-1e1b-479f-97c4-09636f80e857-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,20
twitch,kaicenat,KaiCenat,641972806,824022,97068,71139,695,28155,4536314,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/1d8cd548-04fa-49fb-bfcd-f222f73482b6-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,21
twitch,otplol_,otplol_,622498423,820839,50987,4919,10015,995,1947991,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/a58575dc-6414-45f7-a2da-a1ea2bed2e1f-profile_image-300x300.png,FR,fr,partner,Organization,2025-02-10,2025-02-16,2025,7,22
twitch,fps_shaka,fps_shaka,49207184,818678,38391,15770,3115,1345,3610117,Street Fighter 6,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,23
twitch,gaules,Gaules,181077473,795011,34330,4839,9860,1468,2126325,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/ea0fe422-84bd-4aee-9d10-fd4b0b3a7054-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,24
twitch,gorgc,Gorgc,108268890,761433,29559,13224,3455,1954,1574399,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male,2025-02-10,2025-02-16,2025,7,25
twitch,loltyler1,loltyler1,51496027,744952,46014,16617,2690,4662,3001920,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,26
twitch,shlorox,Shlorox,40784764,742742,11173,4435,10050,507,574472,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/shlorox-profile_image-4be72b9009ae00a8-300x300.png,ES,de,partner,Male,2025-02-10,2025-02-16,2025,7,27
twitch,stray228,Stray228,40488774,731655,31397,12111,3625,4996,,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-300x300.jpeg,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,28
twitch,kamet0,Kamet0,27115917,731572,129757,23987,1830,1629,2333296,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male,2025-02-10,2025-02-16,2025,7,29
twitch,yaritaiji,たいじ_たいちゃんねる,102631269,723100,27468,11418,3800,8337,3055400,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/cd38df56-e572-4a60-9b02-76db09d0acdd-profile_image-300x300.png,JA,ja,affilate,Male,2025-02-10,2025-02-16,2025,7,30
twitch,aussieantics,AussieAntics,224539819,695477,48318,12365,3375,8608,1948664,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/4fcd833d-3df2-4f52-bc51-3c44640717aa-profile_image-300x300.png,AU,en,partner,Male,2025-02-10,2025-02-16,2025,7,31
twitch,hanjoudesu,はんじょう,524474488,694980,24013,11332,3680,3011,2905998,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/5c970817-82cf-4bc5-9949-248947ff1150-profile_image-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,32
twitch,alanzoka,alanzoka,38244180,693148,39743,15490,2685,8757,2197128,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,33
twitch,k3soju,k3soju,128293484,682765,19274,12193,3360,1387,1284928,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,34
twitch,tumblurr,Tumblurr,77827128,681874,36034,22418,1825,3255,2289946,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/76689ba7-8a3a-4369-bb9b-6ec7c54e4648-profile_image-300x300.png,IT,it,partner,Male,2025-02-10,2025-02-16,2025,7,35
twitch,steel,steel,195675197,670408,74027,35916,1120,29047,1956841,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/80027c30-3fca-4401-ac76-f2aedae1bfe6-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,36
twitch,ironmouse,ironmouse,175831187,649489,17638,8257,4720,4414,1028823,ELDEN RING,https://static-cdn.jtvnw.net/jtv_user_pictures/c2aca19b-b318-4398-99a5-fb6a597536fd-profile_image-300x300.png,PR,en,partner,Female,2025-02-10,2025-02-16,2025,7,37
twitch,baiano,Baiano,140772558,643589,42827,3849,10035,1179,1130438,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/05396d4d-7af0-4b9b-8c7e-c03563b4d448-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,38
twitch,noway4u_sir,NoWay4u_Sir,85397463,615815,20312,10965,3370,785,1149484,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,39
twitch,gabepeixe,gabepeixe,59799994,608120,51741,12604,2895,12611,3342339,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,40
twitch,quin69,Quin69,56649026,604993,15482,9838,3690,4728,1790668,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male,2025-02-10,2025-02-16,2025,7,41
twitch,antoinedaniel,AntoineDaniel,135468063,593115,21285,12756,2790,1619,1345569,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/7474d9d8-ab27-46c8-95f4-0c71b1878c78-profile_image-300x300.png,FR,fr,partner,Male,2025-02-10,2025-02-16,2025,7,42
twitch,paulinholokobr,PaulinhoLOKObr,531177917,567011,101906,45975,740,7372,2208342,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,43
twitch,cellbit,Cellbit,28579002,566229,27039,17030,1995,5849,1496932,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,44
twitch,xqc,xQc,71092938,549321,44912,26797,1230,-1552,2037978,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-300x300.jpeg,CA,en,partner,Male,2025-02-10,2025-02-16,2025,7,45
twitch,mckytv,MckyTV,101572475,547289,16013,3271,10040,-802,1754133,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/4a8b188b-e3bf-4413-b47e-0b021b3526ab-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,46
twitch,warthunder_esports,WarThunder_Esports,884056266,535617,42705,25608,1255,11493,672398,War Thunder,https://static-cdn.jtvnw.net/jtv_user_pictures/b86366d8-5b92-4d28-b840-c2fd10f07716-profile_image-300x300.png,,en,partner,Organization,2025-02-10,2025-02-16,2025,7,47
twitch,lirik,LIRIK,23161357,530111,26095,15669,2030,289,1569373,Avowed,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,48
twitch,emiru,Emiru,91067577,528035,29943,18105,1750,11334,1166700,Hollow Knight,https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-300x300.png,US,en,partner,Female,2025-02-10,2025-02-16,2025,7,49
twitch,eslcs,ESLCS,31239503,526457,33676,3297,9585,2618,2741245,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-300x300.png,DE,en,partner,Organization,2025-02-10,2025-02-16,2025,7,50
twitch,clix,Clix,233300375,517731,52054,13419,2315,22981,2373484,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/6f4129f6-3750-4c02-b7c8-c88a05064129-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,51
twitch,recrent,Recrent,39154778,513863,28303,10193,3025,4537,2593350,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ae092-d343-4f47-a65a-26ce3d2da6ab-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,52
twitch,stableronaldo,stableronaldo,246450563,506158,31069,20383,1490,5004,2478477,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/9aea787b-a758-4ffa-b4b0-b8c3e75f6231-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,53
twitch,timthetatman,TimTheTatman,36769016,505573,31952,16354,1855,10495,1716255,Marvel Rivals,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,54
twitch,jasontheween,jasontheween,107117952,494703,29520,14695,2020,46965,2584297,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a04be2b0-9cc1-403c-a4b0-47b32d1fe640-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,55
twitch,lck,LCK,124425501,489248,75005,27436,1070,4324,,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04b097ac-9a71-409e-b30e-570175b39caf-profile_image-300x300.png,KR,en,partner,Organization,2025-02-10,2025-02-16,2025,7,56
twitch,ohnepixel,ohnePixel,43683025,488289,22226,15668,1870,15277,2033556,DARK SOULS III,https://static-cdn.jtvnw.net/jtv_user_pictures/5742b015-e6ed-4f7c-a1dd-87cd88fe1eb9-profile_image-300x300.png,DE,en,partner,Male,2025-02-10,2025-02-16,2025,7,57
twitch,elajjaz,Elajjaz,26921830,486181,14584,8841,3300,1447,1091321,Elden Ring: Nightreign,https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-300x300.png,SE,en,partner,Male,2025-02-10,2025-02-16,2025,7,58
twitch,montanablack88,MontanaBlack88,45044816,485859,52435,30526,955,4353,1955950,IRL,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,59
twitch,dota2_paragon_ru,dota2_paragon_ru,851088609,473381,29251,8013,3545,1876,2204867,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/a84e220a-97f7-4741-bda5-3a7902a22836-profile_image-300x300.png,,ru,partner,Organization,2025-02-10,2025-02-16,2025,7,60
twitch,sodapoppin,sodapoppin,26301881,473091,43604,29724,955,1429,1625474,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,61
twitch,thebausffs,Thebausffs,93869876,472764,26281,17350,1635,5261,1620282,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png,SE,en,partner,Male,2025-02-10,2025-02-16,2025,7,62
twitch,sasavot,sasavot,89132304,462186,24922,15668,1770,10598,2183022,The Headliners,https://static-cdn.jtvnw.net/jtv_user_pictures/c1372b44-c4c9-451d-867e-377b0d227756-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,63
twitch,shroud,shroud,37402112,459844,23493,9716,2840,-912,2108954,Avowed,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male,2025-02-10,2025-02-16,2025,7,64
twitch,bysl4m,bySL4M,38759871,458666,27313,13137,2095,3582,2138078,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/b9df0ae8-3f6a-4515-9956-8020e7542f9c-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,65
twitch,dmitry_lixxx,Dmitry_Lixxx,188890121,457883,31082,10733,2560,816,2510406,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/338e8041-6289-4ba4-9029-d11f54153443-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,66
twitch,moonmoon,MOONMOON,121059319,454147,18646,12529,2175,485,865211,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,67
twitch,trymacs,Trymacs,64342766,450387,23897,11776,2295,4186,1906538,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,68
twitch,just_ns,just_ns,42316376,447692,15441,8043,3340,903,1593689,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/42b9ddab-e29a-4efb-9ac9-288b5093e031-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,69
twitch,gronkh,GRONKH,12875057,439301,29321,21606,1220,1649,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,70
twitch,mrsavage,MrSavage,198182340,438264,51064,16539,1590,14065,2824813,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/2b451fa3-32fe-4a92-844f-f1b303116ca6-profile_image-300x300.png,NO,en,partner,Male,2025-02-10,2025-02-16,2025,7,71
twitch,xaryu,Xaryu,32085830,434949,26442,10920,2390,3211,1573216,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/b79e636b-26ad-49f8-8fd1-60a6e4cf9cca-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,72
twitch,stylishnoob4,stylishnoob4,50988750,432304,13509,9485,2735,354,1270203,Kingdom Come: Deliverance II,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,73
twitch,ekatze007,ekatze007,466153965,430668,55071,25459,1015,34261,2615516,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/cf2214c6-2edb-40a1-b9f4-79cd181f7209-profile_image-300x300.png,RU,ru,partner,Female,2025-02-10,2025-02-16,2025,7,74
twitch,cohhcarnage,CohhCarnage,26610234,430070,27707,13166,1960,3164,409645,Avowed,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,75
twitch,forsen,forsen,22484632,428898,67598,9549,2695,147,1148505,Schoolboy Runaway,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png,SE,en,partner,Male,2025-02-10,2025-02-16,2025,7,76
twitch,deepins02,deepins02,135385636,428489,32413,19701,1305,9520,1475912,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/563bd03b-4c70-434f-83ef-836738e918f5-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,77
twitch,zarbex,zarbex,403594122,423192,21513,14937,1700,11042,1635814,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/436a50ca-f8e9-4cc0-aae8-def977448ac7-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,78
twitch,kanae_2434,叶ちゃんねる,217871888,411139,14217,7638,3230,2109,1787691,Street Fighter 6,https://static-cdn.jtvnw.net/jtv_user_pictures/f9ceed8c-4ae9-4e46-a249-4abf8e4f38c5-profile_image-300x300.png,JA,ja,affilate,Male,2025-02-10,2025-02-16,2025,7,79
twitch,amar,Amar,67931625,405591,37618,14705,1655,8072,837017,Fortnite,https://static-cdn.jtvnw.net/jtv_user_pictures/a1f93c9d-7fb0-4af8-aba9-86f64f956d55-profile_image-300x300.png,DE,de,partner,Male,2025-02-10,2025-02-16,2025,7,80
twitch,winnie,winnie,201686998,395090,5720,2645,8965,9287,309019,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/47d04d0e-edc1-46ab-90e8-ffbd1e364311-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,81
twitch,ramzes,ramzes,77964394,393048,42655,13249,1780,6135,1556870,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/c44ea060-3b8c-4606-b8a9-d7cb788a54da-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,82
twitch,rekkles,Rekkles,35739604,391865,29132,7760,3030,10752,1569953,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/76a04703-a534-4fac-af66-decca8688192-profile_image-300x300.png,SE,en,partner,Male,2025-02-10,2025-02-16,2025,7,83
twitch,greentea,綠茶,29528480,391563,14494,4430,5305,2297,1071559,Teamfight Tactics,https://static-cdn.jtvnw.net/jtv_user_pictures/greentea-profile_image-e28e1f700311f077-300x300.jpeg,TW,zh,partner,Male,2025-02-10,2025-02-16,2025,7,84
twitch,valkyrae,Valkyrae,79615025,385117,13903,8238,2805,11886,1576232,Pokémon FireRed/LeafGreen,https://static-cdn.jtvnw.net/jtv_user_pictures/d106e6cbf2483610-profile_image-300x300.png,US,en,partner,Female,2025-02-10,2025-02-16,2025,7,85
twitch,bratishkinoff,bratishkinoff,99899949,375891,21682,9113,2475,5597,1657975,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ababebac-f06f-40e7-b19c-2436b9311c1a-profile_image-300x300.png,RU,ru,partner,Male,2025-02-10,2025-02-16,2025,7,86
twitch,agent00,Agent00,90222258,372472,41822,11640,1920,9267,503326,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/a83b628d80bcbe4f-profile_image-300x300.png,CA,en,partner,Male,2025-02-10,2025-02-16,2025,7,87
twitch,streamingitaliaperte,StreamingItaliaPerTe,1230762724,366672,12369,3463,6355,1312,,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/8380cfe4-771a-47e4-a176-d94fffec3b55-profile_image-300x300.png,,en,affilate,,2025-02-10,2025-02-16,2025,7,88
twitch,junin,Junin,138319652,364245,5863,2227,9815,7273,510230,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/ad366a5e-413c-4e36-96e8-6c04c8f4fcea-profile_image-300x300.png,BR,pt,partner,Male,2025-02-10,2025-02-16,2025,7,89
twitch,mrwobblestwitch,mrwobblestwitch,143293869,364195,5635,2612,8370,4023,381406,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/ed414c0a-e3e7-4f78-aa7f-37bc6ed319fe-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,90
twitch,farmerlucas,Farmerlucas,227740311,363237,6072,2170,10050,4677,395012,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/0afd4afe-1ac1-4039-a00e-1228eff63871-profile_image-300x300.png,US,en,partner,Male,2025-02-10,2025-02-16,2025,7,91
twitch,k4sen,k4sen,44525650,362606,20376,11045,1970,1068,1179018,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,92
twitch,pgl_cs2,PGL_CS2,107953058,360486,27618,11918,1815,9400,1690064,Counter-Strike,https://static-cdn.jtvnw.net/jtv_user_pictures/519d6c94-8f3c-4f74-ae12-e7bd4a4bc045-profile_image-300x300.png,RO,en,partner,Organization,2025-02-10,2025-02-16,2025,7,93
twitch,nasdas_off,nasdas_off,804177371,355626,135741,46387,460,126362,2175628,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/e724d7ea-5cd2-4597-9b90-bc827074f2b5-profile_image-300x300.png,,fr,partner,,2025-02-10,2025-02-16,2025,7,94
twitch,etoiles,Etoiles,85800130,347941,13130,7606,2745,4470,1110782,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/4eecaab8-4de3-4bcc-b2b7-f3a03e8273a8-profile_image-300x300.png,FR,fr,partner,Male,2025-02-10,2025-02-16,2025,7,95
twitch,potatokai,PotatoKai,68474439,347513,5890,2085,10005,3121,252910,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/5659c434-89e8-4a65-8531-1231b83ecde4-profile_image-300x300.png,US,en,affilate,Male,2025-02-10,2025-02-16,2025,7,96
twitch,grubby,Grubby,20992865,347182,23209,6831,3050,5596,1050511,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/6014f0e1-ff17-4f85-8078-6bbaa3100a13-profile_image-300x300.png,NL,en,partner,Male,2025-02-10,2025-02-16,2025,7,97
twitch,gocchanmikey,ごっちゃんマイキー,818506560,346603,24724,6117,3400,909,2816913,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/3bfcebed-d50d-42c0-8846-084da38eff01-profile_image-300x300.png,JA,ja,partner,Male,2025-02-10,2025-02-16,2025,7,98
